s#	c#	grade
2201212249	AE-98	71.5
2204111720	Chem-90	80.9
2201412010	Phys-46	80.8
2203712785	Stat-47	61.2
2203412953	BE-21	89.2
2206123991	Bio-58	79.9
2206113834	Bio-25	54.8
2202113449	Bio-08	84.3
2206113797	AE-18	91.9
2205114708	ChE-62	65.8
2206113635	Stat-48	98.5
2203312587	IE-93	4.0
2205213078	Chem-83	65.6
2203613044	BE-34	68.7
2205114710	Econ-61	89.3
2201322106	CS-53	60.4
2203312580	AE-96	73.1
2203513500	IE-95	57.2
2203513503	ChE-29	90.9
2203612992	ME-88	64.7
2205124700	AE-98	89.2
2206525215	CE-32	97.7
2205114703	EE-94	31.9
2206113829	Econ-67	93.3
2202113437	Econ-59	86.4
2206412653	Bio-25	87.5
2206123691	AE-38	71.1
2206123931	AE-77	95.1
2203312531	Bio-08	87.7
2203113242	Phys-41	31.1
2207115386	Math-90	76.0
2204225012	ME-64	75.6
2204112334	ME-91	65.0
2201412015	ME-19	91.7
2203712786	ChE-79	72.8
2203312559	EE-09	80.9
2203422929	ChE-29	76.3
2203211415	Econ-05	40.8
2201212256	Bio-60	99.2
2203613006	CE-74	99.5
2203612990	ChE-29	63.3
2201323107	Ling-43	60.7
2204411687	Ling-43	84.3
2203221445	EE-94	63.1
2206123956	CE-23	94.4
2204112316	IE-76	96.0
2204613216	Phys-31	70.1
2206113569	Phys-36	89.8
2201313152	Econ-05	94.7
2206515219	Bio-57	70.6
2206113734	EE-69	49.9
2205022179	BE-06	99.3
2201412017	IE-67	84.2
2203113237	Chem-16	90.5
2206412636	Chem-35	5.2
2203211444	Econ-51	62.3
2204313371	Phys-62	61.3
2204511818	ChE-46	84.6
2206312126	Econ-59	97.8
2206113729	Ling-03	95.4
2203113235	Math-57	11.0
2202113447	CS-56	37.7
2201322106	Phys-09	88.0
2201412074	Ling-43	71.4
2202113445	Ling-92	97.9
2206113731	ChE-62	50.6
2205114664	Chem-34	97.2
2195314619	Econ-76	64.2
2196514761	IE-57	82.2
2206123947	EE-94	69.3
2205213078	Bio-58	98.9
2203312555	IE-57	74.4
2202113449	Bio-35	85.5
2206312134	IE-65	84.2
2206123904	ChE-86	97.7
2204112327	Chem-83	85.5
2206113906	AE-96	97.2
2204511817	Math-27	62.3
2206123611	Bio-24	64.7
2204112324	Econ-76	71.5
2204112366	Math-11	98.4
2206113734	Bio-99	90.9
2206113845	CS-01	85.7
2206223282	Stat-29	76.9
2203312573	Phys-62	19.4
2206115145	Chem-83	14.3
2203322530	Econ-81	67.5
2203312578	ChE-86	71.7
2205322841	AE-96	87.1
2206123804	ME-91	97.5
2184214561	Phys-41	94.1
2206113996	AE-77	90.0
2206113870	Phys-36	50.2
2204112335	Econ-61	68.1
2204122369	Phys-62	85.3
2203513472	Stat-47	0.6
2206113851	AE-98	34.1
2206113661	Math-11	82.5
2203211388	ChE-62	66.4
2203312521	AE-91	89.2
2203312586	Chem-34	75.2
2206113678	AE-98	20.1
2201313147	IE-67	95.8
2203322509	BE-70	61.0
2203712694	Econ-81	13.5
2202311934	AE-38	88.1
2204421339	Chem-42	80.3
2206113779	Bio-60	71.3
2204411668	IE-95	71.6
2205012202	Econ-61	69.6
2203712710	Ling-36	93.3
2203712776	Math-57	32.9
2205012170	ME-91	99.5
2203613016	AE-96	42.5
2203513486	Bio-25	62.3
2203113231	ME-73	62.2
2203312548	AE-96	95.3
2203612987	Chem-34	79.1
2203221397	Econ-61	57.5
2201412070	Econ-81	74.0
2201222246	ChE-29	51.6
2203612987	CE-23	94.1
2203312597	Econ-35	63.2
2206113911	IE-65	36.6
2206113803	Stat-33	90.8
2206113984	Bio-99	87.4
2202113437	Ling-43	67.9
2195123234	Phys-36	69.3
2203613042	ME-73	76.0
2204411650	Econ-67	51.1
2206113797	Bio-60	99.4
2204313335	Math-57	71.5
2201422020	EE-09	95.3
2194324705	Stat-01	68.1
2204313355	ME-19	84.0
2203613035	Stat-33	85.7
2203113242	IE-76	68.1
2206113823	Econ-31	11.1
2206123702	Stat-47	14.3
2206113763	CS-36	99.9
2203113227	CS-05	67.1
2184114624	ME-73	97.4
2206113915	IE-76	61.8
2205114653	Chem-83	16.7
2196214612	CE-20	72.9
2204112349	Chem-42	92.2
2203613038	AE-38	16.2
2204112347	CE-97	75.1
2201511781	ME-73	64.9
2203211424	Chem-77	98.7
2206113711	Econ-67	72.3
2204313386	Econ-51	67.2
2206123980	Math-27	96.4
2206123874	CE-32	98.3
2206123641	Phys-62	83.9
2203211413	CE-23	97.8
2203411990	Phys-09	89.8
2206113603	Econ-05	76.5
2204112315	ChE-29	54.8
2201222237	EE-09	74.0
2203412952	Bio-57	75.5
2206113743	Bio-44	68.2
2206113809	Math-90	23.2
2206123807	ChE-29	64.8
2201412083	Ling-43	73.9
2204613217	ChE-62	84.9
2203712776	Bio-44	62.1
2206113569	BE-34	80.5
2206113809	IE-57	90.4
2205312846	Math-27	46.3
2206124260	Chem-35	65.0
2206113635	ChE-46	21.3
2206113713	Stat-28	68.4
2203211398	Econ-05	82.8
2203612993	Bio-08	100.0
2203513479	Stat-01	91.8
2203613020	Stat-01	26.5
2203422935	Bio-25	29.3
2203221397	Phys-62	74.5
2206113915	IE-57	94.9
2203612992	Econ-66	92.5
2203422939	Ling-89	72.2
2206113766	ME-88	73.6
2204112331	ME-86	63.0
2204222869	Chem-77	85.3
2206412660	Stat-47	98.8
2204313333	Ling-35	86.0
2206113865	CS-05	76.5
2201111583	Ling-89	62.3
2203513465	Chem-45	11.2
2206113612	Econ-35	84.2
2205114694	Stat-33	65.9
2201111624	ME-19	14.6
2203612987	Phys-31	67.3
2204112278	BE-70	70.8
2203513506	Math-54	75.2
2194324705	Chem-35	80.9
2203712772	Econ-31	62.8
2206525205	CE-23	98.5
2203211440	CS-01	67.8
2205012172	Bio-57	64.0
2201222246	CS-05	95.3
2202123452	AE-18	94.0
2206515199	Econ-61	94.1
2206111757	Ling-89	69.6
2204112372	Bio-25	88.9
2206113930	Phys-62	76.2
2206213254	Math-32	92.4
2202311936	CS-53	92.2
2203412944	AE-77	23.1
2203113239	CE-32	81.0
2201313152	IE-65	84.5
2206111761	AE-98	71.4
2205114658	CS-53	89.8
2206111760	Econ-35	83.5
2195123228	AE-77	63.6
2203412932	CS-01	97.9
2203322493	CS-05	82.1
2201412019	Math-11	33.3
2203513491	CS-56	75.2
2201323113	CS-53	71.9
2203624800	CS-56	2.4
2203613009	Econ-31	98.9
2203712742	AE-98	99.8
2204214986	Phys-62	79.0
2203712739	Ling-89	96.3
2204112309	Bio-44	91.4
2204112316	Bio-08	66.6
2203712739	Chem-35	88.7
2206113850	EE-69	71.2
2204112341	Phys-26	68.4
2202113429	CE-97	77.9
2204411648	AE-77	46.8
2204122320	Bio-44	65.5
2206113585	Bio-44	62.3
2204215035	Econ-31	88.8
2206525325	CS-36	34.0
2205114723	Bio-35	9.1
2204214951	Math-19	71.1
2204112324	CE-97	86.8
2205114662	EE-09	82.6
2206123904	IE-65	52.9
2206123877	Ling-92	67.8
2204613216	Phys-41	44.1
2203513493	ChE-62	69.7
2203312527	Bio-24	40.2
2204222855	Ling-43	88.1
2201312105	ChE-62	40.5
2206113587	Bio-24	46.2
2203312590	Math-90	71.3
2201511780	Math-90	78.4
2206515213	BE-21	75.3
2203211414	Ling-27	98.5
2202113431	Stat-28	62.0
2205114725	Bio-99	93.5
2206113984	Phys-62	93.3
2206113675	Chem-00	91.4
2201412049	Bio-08	97.8
2206123887	ME-91	60.0
2206123682	Chem-00	40.8
2206123807	BE-34	78.6
2204313323	Stat-28	93.0
2203322485	CS-36	94.6
2206113968	CE-32	74.7
2206113628	Ling-92	98.4
2202113448	Math-57	73.4
2206113943	AE-73	84.3
2206213256	Econ-35	75.8
2206113619	AE-38	85.2
2203211745	Math-19	91.3
2203612986	ME-73	63.1
2202311933	Stat-01	64.0
2203711825	Stat-47	79.9
2206113757	CE-23	83.1
2202113437	Phys-26	73.8
2206123776	CS-05	98.2
2203312551	ChE-46	87.1
2206113625	Ling-36	82.2
2202214763	BE-70	55.7
2203513467	Bio-25	95.3
2203712827	Econ-66	55.5
2203712711	Bio-99	95.2
2203613035	Chem-45	83.8
2203211440	Stat-47	87.1
2203211444	Ling-36	86.3
2206123857	ChE-62	76.6
2204112378	IE-93	84.8
2203221397	Econ-81	75.3
2203712781	ChE-86	60.4
2206113595	Bio-35	75.9
2203312570	BE-21	16.5
2203412950	Econ-81	46.8
2201310802	Math-90	70.6
2206111761	Chem-83	78.7
2205114651	Ling-36	99.9
2206123732	AE-96	69.9
2206113749	BE-70	87.5
2206113996	Econ-35	2.0
2204313335	CS-53	86.9
2206113610	Chem-35	33.3
2203211465	ChE-86	76.2
2201422067	CS-56	77.1
L203000002	Phys-26	0.5
2204222871	ME-88	75.6
2203312560	Econ-67	79.9
2206113616	Chem-27	50.4
2204111715	Econ-81	99.2
2203712690	Ling-03	74.8
2201412031	Chem-77	86.9
2204613216	CS-53	99.2
2203712781	Chem-90	98.9
2206113963	BE-21	88.8
2204411673	IE-67	88.3
2203322509	CS-05	61.3
2206113730	Econ-66	81.8
2203412944	CS-56	77.4
2206113977	Chem-27	68.2
2206123691	Math-57	62.9
2206113907	AE-91	60.9
2206111757	Chem-83	12.0
2203113235	Bio-99	81.9
2202113447	Econ-61	75.3
2204421639	IE-76	64.6
2203712708	IE-54	96.6
2205022209	CE-20	65.4
2206123859	CE-20	15.0
2206123674	Chem-00	90.9
2203712731	Phys-31	27.0
2206113880	CE-23	65.8
2206113731	AE-96	96.7
2201212256	Econ-31	80.7
2206123755	Stat-01	38.5
2204411688	CS-05	50.7
2206515220	Phys-26	67.3
2204122364	Math-90	74.2
2206123755	CS-01	82.8
2203312578	Bio-25	73.5
2206525325	CS-56	72.7
2201111582	ME-91	63.4
2203312585	Stat-33	86.5
2206123985	Ling-43	76.4
2206113612	IE-76	82.1
2206113990	CS-36	70.8
2206114026	Bio-60	65.3
2196214612	IE-57	43.8
2204313316	AE-77	0.6
2201313129	Econ-31	92.9
2205322841	CS-53	62.0
2203312521	ME-19	96.8
2208115392	ME-86	45.6
2204225034	CE-74	68.3
2206515219	Stat-33	94.2
2204411647	Chem-45	28.6
2183410425	CS-36	98.7
2204411666	Chem-83	91.6
2206113996	Chem-35	68.6
2203211391	Econ-67	80.4
2206123931	Stat-47	88.3
2201412053	Phys-09	22.1
2206113907	CE-23	95.2
2206113992	CE-20	69.4
2206113912	ChE-29	11.9
2203712710	Phys-41	88.0
2205011915	Chem-16	64.9
2204112374	Bio-24	84.6
2205114717	IE-95	56.5
2206113848	Stat-28	77.5
2201412056	BE-70	70.9
2195314619	Math-11	5.1
2203613035	Phys-41	50.6
2206515219	ME-64	2.6
2196514761	Econ-76	94.8
2206113589	Phys-46	8.8
2204313395	Ling-36	2.4
2184214561	Ling-03	60.5
2204224971	ChE-79	99.7
2205012201	Ling-89	62.2
2204313335	BE-06	6.9
2203513493	Econ-31	96.2
2204312625	BE-21	91.6
2203312556	Chem-27	78.1
2201121580	Math-54	87.6
2205213078	CE-97	65.4
2206113784	Phys-41	0.6
2203221407	ME-88	49.7
2201313098	Phys-41	37.1
2203312580	Chem-42	93.4
2203712757	ChE-62	97.1
2206123775	CS-36	84.7
2204214954	EE-09	99.0
2201511776	Econ-76	88.9
2201412043	ME-73	93.8
2201412081	CE-32	82.9
2203613009	ChE-62	22.8
2201222257	ME-19	63.8
2201313108	Chem-34	81.5
2201323160	Math-54	82.7
2205012181	IE-76	96.8
2205012189	Stat-47	46.0
2206123604	IE-67	76.0
2206412636	Math-54	91.1
2206113569	Chem-90	77.7
2206123892	Ling-03	36.9
2206113909	ME-64	71.2
2201313159	Math-90	63.4
2204215007	Ling-36	97.0
2205114645	Ling-35	3.1
2203211409	Bio-60	72.2
2204122350	Ling-03	74.1
2206113978	ME-64	70.7
2206113574	Stat-47	87.8
2202224759	Econ-81	15.3
2201121579	Chem-42	95.1
2203211430	Chem-83	96.7
2206113681	EE-69	32.7
2204222855	Chem-27	78.0
2203712757	AE-91	83.0
2203312544	Econ-05	90.3
2201412060	Stat-28	55.7
2204313316	Chem-45	77.8
2206412674	Ling-27	88.6
2206113898	AE-98	90.4
2203312547	Chem-35	81.0
2204511818	Phys-62	44.4
2203712786	Chem-16	98.0
2204613220	Bio-25	68.9
2203523475	Math-27	88.2
2204511756	Chem-27	22.7
2204323388	Math-19	68.1
2202113445	Ling-03	78.6
2202215131	IE-76	91.9
2202311936	Phys-36	87.7
2204112330	Econ-35	92.1
2205012181	Chem-00	98.5
2204313346	Econ-61	14.6
2203712788	Stat-01	71.6
2203113232	IE-95	68.8
2201511776	Bio-24	99.5
2206113814	Chem-16	50.2
2206412654	Bio-58	46.8
2206223279	Bio-58	95.6
2202214768	EE-69	83.8
2206123837	Bio-24	60.1
2201310802	Phys-07	87.3
2206113750	CS-36	85.7
2201412079	CE-32	78.6
2206113841	CE-97	88.9
2203722753	Phys-31	92.1
2204122369	Econ-67	81.8
2203513488	EE-69	88.6
2206213286	EE-09	57.2
2206123804	AE-77	89.5
2206113743	CE-23	87.0
2206113589	Bio-44	98.9
2203312512	Bio-99	82.7
2203712708	CS-53	76.0
2203113227	Ling-27	74.4
2204214959	CE-32	94.2
2205124724	CE-32	75.9
2203312567	Ling-89	60.1
2204511810	Chem-27	17.3
2205114693	Bio-35	65.4
2203712766	Bio-08	77.5
2201323105	Stat-47	85.6
2206113598	Ling-27	20.7
2201313096	Math-32	62.2
2203613041	CE-74	60.5
2206113938	AE-18	66.4
2206113865	CE-23	66.6
2184114624	CS-36	75.7
2201313103	Phys-62	8.9
2203513467	Econ-59	63.9
2203513476	Chem-34	72.4
2204111720	AE-18	51.0
2201111586	Stat-29	66.9
2206111763	IE-65	34.4
2206515223	IE-95	76.7
2206123983	Econ-76	68.0
2206113771	IE-95	86.6
2203613013	Bio-24	77.7
2204411679	Math-19	98.6
2203712775	Phys-09	82.5
2205012207	Econ-61	82.7
2202113426	Phys-46	95.6
2206412653	EE-09	88.8
2205114710	Chem-00	84.0
2203312580	BE-21	96.9
2206113919	ME-19	73.2
2203211398	ChE-29	88.6
2203712688	IE-67	73.2
2204214994	Econ-66	89.8
2203312580	ChE-29	94.3
2203523475	BE-34	92.0
2203722773	Bio-08	79.1
2206113687	AE-98	93.5
2204313397	Chem-16	97.6
2206515220	EE-09	3.5
2204122369	AE-96	42.0
2204411650	AE-98	67.0
2203113231	CS-05	8.5
2204411688	Ling-35	91.9
2205114709	Stat-29	60.8
2204215031	AE-98	87.9
2206515200	Ling-89	30.6
2206412634	ME-86	64.1
2204421339	IE-65	57.2
2204215009	Math-90	74.1
2201412054	Stat-01	76.0
2206422649	CE-20	82.1
2204112334	CE-32	66.9
2204323361	Math-54	71.9
2205114721	Bio-44	52.1
2206123791	Stat-48	79.2
2204313395	Chem-45	37.5
2203712694	IE-57	63.3
2206422633	Phys-41	92.8
2205312828	Math-27	72.8
2204511804	CE-97	68.7
2206113657	CE-97	71.1
2203513469	ChE-46	86.0
2203312578	BE-34	76.9
2206113855	EE-94	33.3
2206223279	CS-05	83.6
2206123962	Phys-36	63.3
2206113915	Chem-16	77.3
2201322106	Chem-77	20.9
2204511804	Econ-51	77.3
2203312597	Chem-16	72.2
2203623015	Chem-45	96.5
2203513486	Econ-81	99.1
2203712706	ME-91	93.3
2205012199	Bio-44	73.7
2203613019	Econ-81	72.7
2202123450	IE-65	87.2
2206124253	IE-54	77.8
2203211390	Econ-67	62.1
2203113236	Econ-05	74.5
2206113792	Bio-58	24.1
2201222257	ME-92	74.4
2203712776	Ling-36	19.4
2203214797	Ling-03	66.8
2205312830	ME-88	66.6
2206223273	IE-65	75.0
2206223271	AE-91	98.9
2206123947	CE-74	94.6
2196514761	Phys-31	66.0
2186110003	CE-74	98.2
2201312105	Phys-09	55.4
2196214614	IE-57	36.8
2206113784	AE-18	78.1
2204112315	Math-57	26.7
2201412043	Bio-57	80.4
2201313140	Ling-89	84.9
2206113693	IE-76	99.1
2201323160	Chem-45	57.5
2204111713	Bio-58	26.6
2202311010	Phys-41	66.9
2203412947	Chem-77	85.5
2203211414	Stat-29	93.1
2201412010	Bio-25	80.6
2206113741	Ling-35	83.0
2204613221	EE-94	79.4
2201313145	CS-05	79.4
2206412634	ME-64	86.0
2204122370	ME-91	70.9
2204112328	Econ-76	71.1
2204214989	ChE-46	85.5
2204215008	Chem-16	92.0
2204224988	IE-57	62.2
2201111590	Chem-34	33.6
2203712731	Chem-42	83.1
2203214797	CS-05	79.8
2206113706	Math-19	76.4
2206113619	IE-67	64.3
2203312497	Stat-28	2.8
2205114712	Econ-31	93.3
2201412051	ME-73	97.5
2203312501	Math-11	62.1
L201300001	Chem-00	75.4
2203312538	BE-21	60.8
2203712727	Bio-57	73.9
2203712717	AE-38	18.5
2201412012	CS-36	81.5
2201323105	ME-91	97.7
2206113806	Chem-34	46.1
2206123702	CE-23	63.6
2206113814	Econ-61	93.3
2202113429	Chem-16	96.9
2204214953	Bio-99	64.7
2205114725	Econ-31	69.5
2204511804	AE-38	16.5
2201322106	AE-77	58.8
2205012175	Chem-45	71.9
2204111715	EE-69	43.3
2206113851	Bio-25	79.0
2206113750	Ling-36	75.1
2201412019	AE-73	83.7
2205114653	ME-86	68.0
2203711826	Chem-42	83.4
2202113429	Math-90	44.1
2205114689	Bio-25	97.6
2206123645	Phys-62	95.9
2205114669	ME-19	93.3
2203613019	Phys-26	60.6
2206515200	IE-67	81.7
2204214959	Bio-24	97.7
2204112278	Bio-25	73.0
2206123961	Phys-41	92.3
2204511756	EE-69	49.6
2201222246	CE-32	71.5
2204313324	Bio-60	84.7
2206113960	IE-57	75.4
2203712691	Ling-89	86.9
2204613217	BE-06	93.2
2206113910	ME-73	75.5
2206113765	AE-96	77.4
2203113242	Math-90	88.5
2203513506	AE-98	15.4
2204511818	Stat-48	98.6
2204421339	ChE-46	77.9
2201412049	ChE-46	14.9
2206515199	Phys-62	67.7
2202113430	Math-90	66.1
2206113779	IE-95	93.4
2203312500	Math-32	39.8
2202123450	CS-36	81.0
2203712708	Ling-27	87.2
2204112309	Ling-89	96.0
2202311933	Phys-31	67.9
2202214763	Math-32	33.1
2206113621	CE-20	85.3
2203312551	ME-91	44.6
2203312562	Chem-42	72.4
2206123839	Chem-35	89.1
2203613038	Bio-60	16.1
2206412654	IE-65	77.0
2204122369	Econ-35	0.6
2204112366	Phys-26	48.8
2204313335	AE-18	40.9
2206515200	BE-34	95.8
2203411282	IE-76	10.3
2205012189	Phys-41	91.0
2206412636	ChE-62	82.7
2203312575	Math-11	91.8
2203312490	Phys-09	99.5
2203312501	ME-91	83.9
2201323090	IE-67	67.9
2205114645	Math-19	98.6
2204421685	IE-54	63.7
2203221417	Bio-24	48.2
2205111305	Math-90	70.3
2203211745	Econ-66	73.5
2203712786	BE-21	61.0
2204421326	EE-69	90.2
2206113629	IE-67	83.3
2206115149	ChE-62	65.1
2205114669	ChE-46	86.9
2203211392	Stat-47	94.1
2201322106	Econ-76	84.4
2203113232	CS-05	65.2
2203312587	Chem-16	73.9
2201412017	Chem-42	86.7
2206113794	Econ-76	21.1
2203614801	CE-97	25.1
2206113766	EE-09	69.0
2201313145	BE-06	95.2
2206213274	Stat-48	61.8
2206412641	CE-23	16.3
2203612996	Phys-36	71.7
2203412953	Chem-42	62.3
2205114695	Ling-92	85.4
2203312490	Phys-41	33.8
2201422067	Stat-28	74.3
2207115386	Bio-08	23.1
2203221445	Ling-92	81.4
2203611997	Econ-59	76.1
2203312577	Stat-29	99.5
2196214618	Chem-27	51.3
2204613222	Chem-27	96.4
2205012204	CE-20	97.6
2205022169	Math-57	89.8
2204112335	IE-67	99.2
2202113449	EE-94	86.5
2206113730	Chem-27	15.5
2202113441	IE-65	84.6
2204112327	EE-94	65.5
2206213276	Phys-62	12.6
2206113671	AE-73	34.5
2205114703	ME-73	70.9
2203312560	Ling-43	21.0
2203211391	ChE-29	86.4
2203322592	Phys-36	87.2
2184124615	CE-32	80.9
2206123859	CS-01	0.1
2206213261	Ling-89	71.2
2201412054	Bio-44	81.6
2203211398	EE-69	27.2
2206123892	Ling-35	99.4
2206123758	Bio-25	95.5
2203712781	ME-64	85.7
2206123961	IE-57	72.1
2204411668	AE-18	72.6
2203613006	BE-70	71.8
2206123758	Econ-67	58.3
2206412655	CE-74	95.7
2184114622	CS-56	62.6
2184214561	Phys-07	67.6
2203612996	Bio-44	74.9
2203312577	Econ-31	77.6
2203312558	ME-73	76.1
2205012202	Math-90	69.0
2206515218	Bio-57	83.3
2203712761	ME-91	96.5
2204112327	ME-88	73.9
2206113723	ChE-86	64.7
2206113912	ChE-86	64.3
2206113968	Math-19	10.1
2184114624	Chem-42	13.2
2204225020	Stat-01	11.2
2205012191	AE-98	62.2
2205124713	Math-90	79.6
2203412954	Phys-41	97.4
2203113234	Ling-03	78.3
2206113864	CE-97	11.7
2203513491	CS-01	70.8
2206113840	CE-74	97.4
2203211444	Stat-33	67.2
2203312577	AE-91	91.4
2206113589	AE-73	57.3
2204313355	ChE-29	27.0
2203513503	Stat-01	57.7
2205114721	Chem-45	19.1
2206123856	ChE-86	80.2
2203412942	Stat-48	46.9
2204411682	Bio-60	48.9
2201222237	Chem-34	49.4
2205312842	Chem-16	96.8
2206515217	Bio-99	46.7
2206123694	Bio-24	90.2
2206113797	Ling-03	94.6
2204313329	AE-96	74.3
2202214752	Ling-03	67.4
2206124236	IE-93	49.8
2204112278	Ling-27	80.7
2205114717	BE-06	69.4
2206113671	Math-54	53.7
2202113431	Chem-16	87.3
2204112347	Stat-01	75.0
2206113937	ME-64	2.9
2203612984	Bio-57	61.4
2205114684	Chem-42	63.9
2205114658	Econ-31	16.8
2201521778	Ling-89	77.9
2206114000	Stat-28	8.6
2204111713	BE-34	52.2
2201412081	Stat-28	90.9
2202113437	Math-54	78.4
2205114654	IE-93	85.7
2204112311	Ling-27	7.2
2205213074	Stat-28	61.0
2203312531	Ling-43	77.6
2203712788	Phys-46	74.2
2201412060	Chem-27	79.9
2203712706	Econ-05	79.2
2201313159	AE-38	47.6
2203224798	Phys-07	72.4
2202113445	Chem-90	41.4
2204313397	Econ-59	90.6
2205012199	Math-32	94.5
2204215035	Stat-47	79.3
2201323126	Phys-09	90.7
2204214953	Ling-03	71.6
2203312552	Stat-48	69.9
2203113227	Chem-00	77.4
2202215131	Chem-90	62.2
2203613006	CS-05	49.6
2206515222	AE-77	99.2
2203113236	BE-21	80.5
2204421327	Math-32	100.0
2204225020	Ling-35	86.8
2204214953	Phys-62	74.1
2206113741	CE-97	89.7
2205114725	IE-57	14.6
2201121580	CE-97	89.7
2201412031	Ling-36	86.4
2203211465	Phys-09	68.7
2206113770	BE-70	88.7
2203312571	Econ-51	74.4
2206113668	AE-38	95.6
2204411687	IE-54	41.2
2202311933	Stat-33	63.1
2203221443	Stat-28	84.4
2206123702	Chem-34	94.9
2203712786	Econ-05	82.8
2203312484	AE-38	37.6
2204215031	ChE-29	71.8
2206113797	Math-90	87.9
2203322530	CS-56	97.7
2206123892	ME-19	78.1
2201323130	CE-23	75.2
2204112375	Phys-26	32.2
2204111720	Econ-59	64.4
2201222247	Bio-58	2.0
2203211444	AE-98	65.9
2206115146	Ling-27	6.9
2201111624	Bio-25	43.1
2206113884	Chem-35	15.7
2203712770	Stat-48	78.0
2206113965	CE-32	91.2
2202214754	Ling-35	91.8
L201300001	CE-32	71.3
2206113771	Econ-31	53.2
2202214781	Econ-51	41.9
2206113905	Chem-00	69.8
2205114708	Math-11	86.7
2204313340	Phys-07	80.9
2206113727	Math-57	87.6
2203513503	Bio-08	66.6
2204224988	Econ-81	20.7
2196514761	CE-20	70.5
2205012196	Ling-27	93.3
2204112309	ChE-62	71.3
2201111583	BE-34	68.4
2206422649	Bio-99	14.6
2203312582	Ling-36	60.9
2204312625	CE-32	13.3
2203513476	ChE-62	64.1
2203312577	ChE-46	79.0
2206113601	Phys-31	18.3
2206322135	AE-18	82.0
2201323113	Math-19	100.0
2206113919	Econ-66	99.9
2206123887	EE-94	51.5
2206113828	Stat-28	40.5
2202214781	ME-92	86.9
2206123691	ME-88	0.7
2203411990	AE-96	99.5
2204511756	ME-92	27.2
2206113717	Stat-33	97.4
2202113445	AE-73	85.9
2203513465	IE-76	62.8
2206113708	ME-91	96.6
2206113814	Bio-57	94.4
2206412674	Math-11	78.9
2206113969	CE-32	32.8
2194324705	Math-27	98.3
2206123832	Econ-67	19.3
2202113438	IE-93	71.0
2203513486	Econ-51	86.3
2206113745	Econ-61	77.2
2206113619	Ling-89	98.1
2204511810	Ling-35	21.5
2205012204	Bio-99	37.6
2203312574	ChE-46	82.9
2201212256	Ling-03	51.1
2203712710	Phys-36	69.6
2203712731	Stat-28	86.0
2206113968	AE-38	84.7
2203513503	ME-86	67.7
2206113589	Chem-00	72.6
2206515201	Math-90	70.4
2206113873	Econ-76	9.0
2205114723	AE-96	94.2
2206113996	Ling-36	70.5
2205021366	Econ-76	72.6
2206113675	Econ-05	62.7
2203614801	BE-06	39.1
2201313119	Bio-58	73.4
2196514761	AE-91	96.8
2206113873	AE-77	79.4
2206223279	BE-06	93.9
2206123947	Ling-89	62.0
2203612987	Stat-29	85.2
2201412082	AE-38	94.2
2206113646	Econ-59	75.2
2201313120	AE-98	62.6
2201412077	IE-95	40.9
2201412078	Econ-76	98.9
2204112278	Ling-89	67.4
2206123882	ME-64	83.1
2201111588	ChE-86	18.2
2203712732	Math-32	67.4
2204511804	Stat-01	78.3
2203312559	Econ-76	76.6
2202113431	CE-23	72.0
2201121576	ChE-86	35.2
2184114623	CS-05	83.7
2203712772	Phys-31	74.5
2206113625	ME-19	66.4
2205011915	Math-11	89.7
2203712770	IE-65	85.8
2206123962	Chem-90	97.7
2206113610	CS-53	95.4
2206123674	Chem-35	5.5
2204411668	ChE-62	80.4
2203712751	Ling-89	91.7
2206113879	AE-96	94.2
2203312585	Ling-43	92.6
2201412031	Stat-33	41.1
2203211399	AE-77	54.3
2206113984	AE-38	84.7
2203113224	AE-96	73.8
2203412941	Econ-59	20.3
2203712776	BE-70	76.8
2206113888	Chem-16	68.4
2202113437	Chem-90	74.0
2201313128	Math-11	30.9
2201412052	ME-73	39.6
2204224991	IE-65	89.1
2206223271	AE-18	3.2
2205114695	Bio-44	94.0
2203712763	Chem-77	98.5
2206113588	Phys-31	82.8
2206515213	Econ-35	75.6
2203712770	Ling-27	38.0
2206113708	Ling-92	11.5
2206113742	Bio-60	83.1
2206113885	Econ-76	84.2
2203211440	BE-34	72.6
2205012191	ME-91	64.5
2203712725	Ling-92	92.4
2203312558	Chem-77	79.0
2201521777	Stat-28	32.1
2203523475	CS-56	73.3
2205312842	Ling-35	70.5
2201111590	AE-18	54.0
2202311932	Ling-03	88.9
2203712781	Chem-00	30.7
2203513500	Bio-25	78.9
2184124615	Econ-66	98.3
2204511810	Math-57	32.7
2206515202	AE-91	0.4
2203513479	BE-21	38.6
2206113770	CE-20	41.3
2203511794	Ling-89	94.0
2204214990	CS-53	87.2
2203221429	Chem-83	20.6
2203211393	CE-20	19.0
2201313134	IE-95	82.6
2204511818	ME-92	44.6
2206312134	CS-53	86.9
2205312830	ME-92	79.2
2203322592	Stat-48	74.3
2206123659	Econ-76	76.7
2201412036	Math-54	57.6
2201422020	IE-57	79.6
2206113809	ChE-86	72.3
2206123918	CS-36	61.5
2201412078	Chem-00	47.1
2206113678	Phys-46	89.1
2203312559	IE-65	98.8
2203513481	Bio-99	69.4
2203214797	EE-09	73.1
2204511817	Bio-57	68.4
2204112303	CS-05	91.0
2206123892	BE-21	10.1
2206123922	EE-09	86.4
2206515223	AE-77	83.4
2203312531	Bio-99	88.8
2206515210	Phys-41	88.2
2205012191	CE-74	97.6
